rrt_mode,plan_length,cost,goal_bias,time,plan
RRTStar,4,4.871476728458214,0.2,0.15666771100222832,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.1548723739979323,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,5.353658692519602,0.2,0.6021622379994369,"[(0.78, -0.78, 0.0, 0.0), (0.46215557335904034, -0.04820322567152813, -1.0441685172099482, 0.6916622141590456), (0.1280515162314826, 0.2812190962868022, -1.3676234654520696, 1.6976164531718858), (0.1490006387437952, 0.14711609734878817, -0.2785391277870848, 2.003888392946716), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.15589150600135326,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.15105040599883068,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.15258794900000794,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.1522540830046637,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,5.353658692519602,0.2,0.5972589220036753,"[(0.78, -0.78, 0.0, 0.0), (0.46215557335904034, -0.04820322567152813, -1.0441685172099482, 0.6916622141590456), (0.1280515162314826, 0.2812190962868022, -1.3676234654520696, 1.6976164531718858), (0.1490006387437952, 0.14711609734878817, -0.2785391277870848, 2.003888392946716), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.15591837600368308,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.1529327469979762,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.15010148599685635,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.15006186100072227,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,5.353658692519602,0.2,0.6089667109990842,"[(0.78, -0.78, 0.0, 0.0), (0.46215557335904034, -0.04820322567152813, -1.0441685172099482, 0.6916622141590456), (0.1280515162314826, 0.2812190962868022, -1.3676234654520696, 1.6976164531718858), (0.1490006387437952, 0.14711609734878817, -0.2785391277870848, 2.003888392946716), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.1551364900005865,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.1514038579989574,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.14996229499956826,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.149700734000362,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,5.353658692519602,0.2,0.5991134899959434,"[(0.78, -0.78, 0.0, 0.0), (0.46215557335904034, -0.04820322567152813, -1.0441685172099482, 0.6916622141590456), (0.1280515162314826, 0.2812190962868022, -1.3676234654520696, 1.6976164531718858), (0.1490006387437952, 0.14711609734878817, -0.2785391277870848, 2.003888392946716), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.16458783699636115,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.16080146499734838,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.14771651300543454,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.15051481099362718,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,5.353658692519602,0.2,0.6154308839977602,"[(0.78, -0.78, 0.0, 0.0), (0.46215557335904034, -0.04820322567152813, -1.0441685172099482, 0.6916622141590456), (0.1280515162314826, 0.2812190962868022, -1.3676234654520696, 1.6976164531718858), (0.1490006387437952, 0.14711609734878817, -0.2785391277870848, 2.003888392946716), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.15833713299798546,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.15590987999894423,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.15696758400008548,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.1528078320043278,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,5.353658692519602,0.2,0.5938464409991866,"[(0.78, -0.78, 0.0, 0.0), (0.46215557335904034, -0.04820322567152813, -1.0441685172099482, 0.6916622141590456), (0.1280515162314826, 0.2812190962868022, -1.3676234654520696, 1.6976164531718858), (0.1490006387437952, 0.14711609734878817, -0.2785391277870848, 2.003888392946716), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.15833589100657264,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.1544678650025162,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,2.3608176234118305,0.2,5.298732062001363,"[(0.78, -0.78, 0.0, 0.0), (0.6081171930354059, -0.7469113562571086, 0.43791112814534383, 0.3244961172668397), (0.29107025112662877, -0.58204326959462, 1.1396996317914052, 0.997726868172089), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,4.871476728458214,0.2,0.16175185699830763,"[(0.78, -0.78, 0.0, 0.0), (0.11018079761778177, -0.20281846753421373, 0.2327823750914373, 2.356178200097734), (0.5114616211136305, -0.8186931684118464, 0.26040762031842624, 1.9789207333772554), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,5.353658692519602,0.2,0.5971853539958829,"[(0.78, -0.78, 0.0, 0.0), (0.46215557335904034, -0.04820322567152813, -1.0441685172099482, 0.6916622141590456), (0.1280515162314826, 0.2812190962868022, -1.3676234654520696, 1.6976164531718858), (0.1490006387437952, 0.14711609734878817, -0.2785391277870848, 2.003888392946716), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,6.036451807148421,0.2,6.65249536200281,"[(0.78, -0.78, 0.0, 0.0), (0.5459798362058721, -0.2915210524034473, -1.4259416769726634, 1.2574443187316051), (0.0911785410966961, 0.3276030462631385, -0.3298303392963091, 2.347492181410363), (0.3318128619938481, -0.46071640007245085, 0.30692345510652874, 1.7782615730139701), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,2.971874474843781,0.2,7.945389458000136,"[(0.78, -0.78, 0.0, 0.0), (0.5504462290717322, -0.9628734382917954, 0.7662133614811832, 0.5327110846326231), (0.49393039592909105, -0.9101420612816442, 1.063972136907669, 1.3604095261446947), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,2.3608176234118305,0.2,4.284201226000732,"[(0.78, -0.78, 0.0, 0.0), (0.6081171930354059, -0.7469113562571086, 0.43791112814534383, 0.3244961172668397), (0.29107025112662877, -0.58204326959462, 1.1396996317914052, 0.997726868172089), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,4.038549450357381,0.2,21.371206629999506,"[(0.78, -0.78, 0.0, 0.0), (0.3259575557694725, -0.2255423102704266, -0.10567886111293712, 1.1911428753407218), (0.13579351951384977, -0.2610733747365841, 1.0226601468235188, 1.8539536846939617), (0.19360712157754145, 0.2357907995499815, 0.6010434855947371, 1.482233396135018), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,2.8390556860621503,0.2,70.6682024469992,"[(0.78, -0.78, 0.0, 0.0), (0.6857706101439112, -0.8406426899973645, -0.14117863962521238, 0.5230370450389557), (0.2931482356134989, -0.48374055814198336, 0.012296305544524433, 1.2457197262205888), (0.10492533735904441, -0.10821461535426868, 0.5670598084042853, 1.4584748057344408), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,6,2.8533010198979443,0.2,84.96444010500272,"[(0.78, -0.78, 0.0, 0.0), (0.46776988579263357, -0.7134755162363335, 0.22531904948603554, 0.21678662582204256), (0.4834318437322853, -0.944972205911367, 0.5141989288280775, 0.5494271403072686), (0.33649531361115104, -0.702454976832037, 0.8727069350743495, 1.2096570660871047), (0.4017517689095542, -0.17202028807113523, 0.952593614659035, 0.8216075147045778), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,11.317461210826048,0.2,0.5657282329993905,"[(0.78, -0.78, 0.0, 0.0), (1.2184848298667816, -2.5397442770132588, 1.328312255114767, -0.15628528470389913), (1.2551810028430435, -2.099795914821594, 1.1399258427580783, 1.8428959721968443), (0.06703788706174141, -0.06720829872817013, 1.103318358272917, 3.059649719341577), (0.6900125964542134, -0.6130501260779533, -0.4064632388753018, 2.1478173184653615), (0.30431828793647187, -0.03137133666838077, -0.2861491875454565, 2.1955415327893046), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.573075220259528,0.2,0.891544084995985,"[(0.78, -0.78, 0.0, 0.0), (1.005469123345991, -1.6158213593120392, 0.059758994064007975, 2.0099971380860824), (0.8657703395464482, -1.668469253205968, 1.0929357049696282, 2.189512277596883), (0.3133366427141251, -0.2124755618447205, 0.7928730008714795, 1.551530522123488), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.065582320703259,0.2,0.9245125600064057,"[(0.78, -0.78, 0.0, 0.0), (1.2310666630960085, -1.1711517416259474, -0.5692738536082578, 0.9945807967616904), (0.943842473043274, -1.564269344179021, 0.7070858120454715, 1.910766474759952), (0.41998359658745876, -0.46910541566772634, 0.5986945116026283, 1.3645006782576683), (0.3, 0.15, 1.0, 1.1)]"
RRT,6,8.197835792100834,0.2,1.0414671559992712,"[(0.78, -0.78, 0.0, 0.0), (0.26400211992538125, -0.13797861766247, -0.7018580592358243, 1.5779478804490035), (0.8196827683241761, -1.3117359909088446, 1.446559408708989, 2.4998903417355125), (0.7880922260342156, -0.9959525158517049, 0.34027460404567567, 2.0849928071402637), (0.8367865648284827, -0.8996629310902282, 1.1760865058444132, 1.2518620481396265), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,11.317461210826048,0.2,0.6114844330004416,"[(0.78, -0.78, 0.0, 0.0), (1.2184848298667816, -2.5397442770132588, 1.328312255114767, -0.15628528470389913), (1.2551810028430435, -2.099795914821594, 1.1399258427580783, 1.8428959721968443), (0.06703788706174141, -0.06720829872817013, 1.103318358272917, 3.059649719341577), (0.6900125964542134, -0.6130501260779533, -0.4064632388753018, 2.1478173184653615), (0.30431828793647187, -0.03137133666838077, -0.2861491875454565, 2.1955415327893046), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.573075220259528,0.2,0.8455923790024826,"[(0.78, -0.78, 0.0, 0.0), (1.005469123345991, -1.6158213593120392, 0.059758994064007975, 2.0099971380860824), (0.8657703395464482, -1.668469253205968, 1.0929357049696282, 2.189512277596883), (0.3133366427141251, -0.2124755618447205, 0.7928730008714795, 1.551530522123488), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.065582320703259,0.2,0.8212542510009371,"[(0.78, -0.78, 0.0, 0.0), (1.2310666630960085, -1.1711517416259474, -0.5692738536082578, 0.9945807967616904), (0.943842473043274, -1.564269344179021, 0.7070858120454715, 1.910766474759952), (0.41998359658745876, -0.46910541566772634, 0.5986945116026283, 1.3645006782576683), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,11.317461210826048,0.2,0.6019191629966372,"[(0.78, -0.78, 0.0, 0.0), (1.2184848298667816, -2.5397442770132588, 1.328312255114767, -0.15628528470389913), (1.2551810028430435, -2.099795914821594, 1.1399258427580783, 1.8428959721968443), (0.06703788706174141, -0.06720829872817013, 1.103318358272917, 3.059649719341577), (0.6900125964542134, -0.6130501260779533, -0.4064632388753018, 2.1478173184653615), (0.30431828793647187, -0.03137133666838077, -0.2861491875454565, 2.1955415327893046), (0.3, 0.15, 1.0, 1.1)]"
RRT,6,8.197835792100834,0.2,1.0656030949976412,"[(0.78, -0.78, 0.0, 0.0), (0.26400211992538125, -0.13797861766247, -0.7018580592358243, 1.5779478804490035), (0.8196827683241761, -1.3117359909088446, 1.446559408708989, 2.4998903417355125), (0.7880922260342156, -0.9959525158517049, 0.34027460404567567, 2.0849928071402637), (0.8367865648284827, -0.8996629310902282, 1.1760865058444132, 1.2518620481396265), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,11.317461210826048,0.2,0.5860656780059799,"[(0.78, -0.78, 0.0, 0.0), (1.2184848298667816, -2.5397442770132588, 1.328312255114767, -0.15628528470389913), (1.2551810028430435, -2.099795914821594, 1.1399258427580783, 1.8428959721968443), (0.06703788706174141, -0.06720829872817013, 1.103318358272917, 3.059649719341577), (0.6900125964542134, -0.6130501260779533, -0.4064632388753018, 2.1478173184653615), (0.30431828793647187, -0.03137133666838077, -0.2861491875454565, 2.1955415327893046), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.065582320703259,0.2,0.8134096779976971,"[(0.78, -0.78, 0.0, 0.0), (1.2310666630960085, -1.1711517416259474, -0.5692738536082578, 0.9945807967616904), (0.943842473043274, -1.564269344179021, 0.7070858120454715, 1.910766474759952), (0.41998359658745876, -0.46910541566772634, 0.5986945116026283, 1.3645006782576683), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.573075220259528,0.2,0.8432549349963665,"[(0.78, -0.78, 0.0, 0.0), (1.005469123345991, -1.6158213593120392, 0.059758994064007975, 2.0099971380860824), (0.8657703395464482, -1.668469253205968, 1.0929357049696282, 2.189512277596883), (0.3133366427141251, -0.2124755618447205, 0.7928730008714795, 1.551530522123488), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,11.317461210826048,0.2,0.5860564809991047,"[(0.78, -0.78, 0.0, 0.0), (1.2184848298667816, -2.5397442770132588, 1.328312255114767, -0.15628528470389913), (1.2551810028430435, -2.099795914821594, 1.1399258427580783, 1.8428959721968443), (0.06703788706174141, -0.06720829872817013, 1.103318358272917, 3.059649719341577), (0.6900125964542134, -0.6130501260779533, -0.4064632388753018, 2.1478173184653615), (0.30431828793647187, -0.03137133666838077, -0.2861491875454565, 2.1955415327893046), (0.3, 0.15, 1.0, 1.1)]"
RRT,6,8.197835792100834,0.2,1.088894057997095,"[(0.78, -0.78, 0.0, 0.0), (0.26400211992538125, -0.13797861766247, -0.7018580592358243, 1.5779478804490035), (0.8196827683241761, -1.3117359909088446, 1.446559408708989, 2.4998903417355125), (0.7880922260342156, -0.9959525158517049, 0.34027460404567567, 2.0849928071402637), (0.8367865648284827, -0.8996629310902282, 1.1760865058444132, 1.2518620481396265), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.065582320703259,0.2,0.8304187100002309,"[(0.78, -0.78, 0.0, 0.0), (1.2310666630960085, -1.1711517416259474, -0.5692738536082578, 0.9945807967616904), (0.943842473043274, -1.564269344179021, 0.7070858120454715, 1.910766474759952), (0.41998359658745876, -0.46910541566772634, 0.5986945116026283, 1.3645006782576683), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.573075220259528,0.2,0.8674550440046005,"[(0.78, -0.78, 0.0, 0.0), (1.005469123345991, -1.6158213593120392, 0.059758994064007975, 2.0099971380860824), (0.8657703395464482, -1.668469253205968, 1.0929357049696282, 2.189512277596883), (0.3133366427141251, -0.2124755618447205, 0.7928730008714795, 1.551530522123488), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,11.317461210826048,0.2,0.6277365049973014,"[(0.78, -0.78, 0.0, 0.0), (1.2184848298667816, -2.5397442770132588, 1.328312255114767, -0.15628528470389913), (1.2551810028430435, -2.099795914821594, 1.1399258427580783, 1.8428959721968443), (0.06703788706174141, -0.06720829872817013, 1.103318358272917, 3.059649719341577), (0.6900125964542134, -0.6130501260779533, -0.4064632388753018, 2.1478173184653615), (0.30431828793647187, -0.03137133666838077, -0.2861491875454565, 2.1955415327893046), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,11.317461210826048,0.2,0.5795406100005493,"[(0.78, -0.78, 0.0, 0.0), (1.2184848298667816, -2.5397442770132588, 1.328312255114767, -0.15628528470389913), (1.2551810028430435, -2.099795914821594, 1.1399258427580783, 1.8428959721968443), (0.06703788706174141, -0.06720829872817013, 1.103318358272917, 3.059649719341577), (0.6900125964542134, -0.6130501260779533, -0.4064632388753018, 2.1478173184653615), (0.30431828793647187, -0.03137133666838077, -0.2861491875454565, 2.1955415327893046), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.065582320703259,0.2,0.8050291390027269,"[(0.78, -0.78, 0.0, 0.0), (1.2310666630960085, -1.1711517416259474, -0.5692738536082578, 0.9945807967616904), (0.943842473043274, -1.564269344179021, 0.7070858120454715, 1.910766474759952), (0.41998359658745876, -0.46910541566772634, 0.5986945116026283, 1.3645006782576683), (0.3, 0.15, 1.0, 1.1)]"
RRT,6,8.197835792100834,0.2,1.0840470180046395,"[(0.78, -0.78, 0.0, 0.0), (0.26400211992538125, -0.13797861766247, -0.7018580592358243, 1.5779478804490035), (0.8196827683241761, -1.3117359909088446, 1.446559408708989, 2.4998903417355125), (0.7880922260342156, -0.9959525158517049, 0.34027460404567567, 2.0849928071402637), (0.8367865648284827, -0.8996629310902282, 1.1760865058444132, 1.2518620481396265), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.573075220259528,0.2,0.8388939659998869,"[(0.78, -0.78, 0.0, 0.0), (1.005469123345991, -1.6158213593120392, 0.059758994064007975, 2.0099971380860824), (0.8657703395464482, -1.668469253205968, 1.0929357049696282, 2.189512277596883), (0.3133366427141251, -0.2124755618447205, 0.7928730008714795, 1.551530522123488), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,11.317461210826048,0.2,0.5864596270039328,"[(0.78, -0.78, 0.0, 0.0), (1.2184848298667816, -2.5397442770132588, 1.328312255114767, -0.15628528470389913), (1.2551810028430435, -2.099795914821594, 1.1399258427580783, 1.8428959721968443), (0.06703788706174141, -0.06720829872817013, 1.103318358272917, 3.059649719341577), (0.6900125964542134, -0.6130501260779533, -0.4064632388753018, 2.1478173184653615), (0.30431828793647187, -0.03137133666838077, -0.2861491875454565, 2.1955415327893046), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.065582320703259,0.2,0.8060801710016676,"[(0.78, -0.78, 0.0, 0.0), (1.2310666630960085, -1.1711517416259474, -0.5692738536082578, 0.9945807967616904), (0.943842473043274, -1.564269344179021, 0.7070858120454715, 1.910766474759952), (0.41998359658745876, -0.46910541566772634, 0.5986945116026283, 1.3645006782576683), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.573075220259528,0.2,0.8398492170017562,"[(0.78, -0.78, 0.0, 0.0), (1.005469123345991, -1.6158213593120392, 0.059758994064007975, 2.0099971380860824), (0.8657703395464482, -1.668469253205968, 1.0929357049696282, 2.189512277596883), (0.3133366427141251, -0.2124755618447205, 0.7928730008714795, 1.551530522123488), (0.3, 0.15, 1.0, 1.1)]"
RRT,9,12.058966013863463,0.2,5.23886848300026,"[(0.78, -0.78, 0.0, 0.0), (0.2686746561419464, -0.06133770994309051, -2.413963064571041, 2.597638137502144), (1.2907190284934984, -1.839473920632782, -0.428803036510772, 2.7349416296237834), (1.1032507734965273, -2.0161171987882636, 0.7745686675178045, 2.0115584214570115), (0.8146203250150146, -1.4452999280786851, 1.5254717793602044, 1.3469651278324184), (0.7332527298915124, -1.5142264825678273, 1.0764164098322153, 1.2378895555697156), (0.8691206420431525, -0.9512719360989754, 1.3144201725762397, 0.7617822923407744), (0.6303850202469112, -0.3860068016944105, 1.2035312471417585, 0.41207453532127136), (0.3, 0.15, 1.0, 1.1)]"
RRT,6,8.197835792100834,0.2,1.0582342439956847,"[(0.78, -0.78, 0.0, 0.0), (0.26400211992538125, -0.13797861766247, -0.7018580592358243, 1.5779478804490035), (0.8196827683241761, -1.3117359909088446, 1.446559408708989, 2.4998903417355125), (0.7880922260342156, -0.9959525158517049, 0.34027460404567567, 2.0849928071402637), (0.8367865648284827, -0.8996629310902282, 1.1760865058444132, 1.2518620481396265), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,11.317461210826048,0.2,0.6108008000010159,"[(0.78, -0.78, 0.0, 0.0), (1.2184848298667816, -2.5397442770132588, 1.328312255114767, -0.15628528470389913), (1.2551810028430435, -2.099795914821594, 1.1399258427580783, 1.8428959721968443), (0.06703788706174141, -0.06720829872817013, 1.103318358272917, 3.059649719341577), (0.6900125964542134, -0.6130501260779533, -0.4064632388753018, 2.1478173184653615), (0.30431828793647187, -0.03137133666838077, -0.2861491875454565, 2.1955415327893046), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.065582320703259,0.2,0.8147273900030996,"[(0.78, -0.78, 0.0, 0.0), (1.2310666630960085, -1.1711517416259474, -0.5692738536082578, 0.9945807967616904), (0.943842473043274, -1.564269344179021, 0.7070858120454715, 1.910766474759952), (0.41998359658745876, -0.46910541566772634, 0.5986945116026283, 1.3645006782576683), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,11.317461210826048,0.2,0.5856151429979946,"[(0.78, -0.78, 0.0, 0.0), (1.2184848298667816, -2.5397442770132588, 1.328312255114767, -0.15628528470389913), (1.2551810028430435, -2.099795914821594, 1.1399258427580783, 1.8428959721968443), (0.06703788706174141, -0.06720829872817013, 1.103318358272917, 3.059649719341577), (0.6900125964542134, -0.6130501260779533, -0.4064632388753018, 2.1478173184653615), (0.30431828793647187, -0.03137133666838077, -0.2861491875454565, 2.1955415327893046), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.573075220259528,0.2,0.8494412080035545,"[(0.78, -0.78, 0.0, 0.0), (1.005469123345991, -1.6158213593120392, 0.059758994064007975, 2.0099971380860824), (0.8657703395464482, -1.668469253205968, 1.0929357049696282, 2.189512277596883), (0.3133366427141251, -0.2124755618447205, 0.7928730008714795, 1.551530522123488), (0.3, 0.15, 1.0, 1.1)]"
RRT,6,8.197835792100834,0.2,1.0754110409980058,"[(0.78, -0.78, 0.0, 0.0), (0.26400211992538125, -0.13797861766247, -0.7018580592358243, 1.5779478804490035), (0.8196827683241761, -1.3117359909088446, 1.446559408708989, 2.4998903417355125), (0.7880922260342156, -0.9959525158517049, 0.34027460404567567, 2.0849928071402637), (0.8367865648284827, -0.8996629310902282, 1.1760865058444132, 1.2518620481396265), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,11.317461210826048,0.2,0.5937828720052494,"[(0.78, -0.78, 0.0, 0.0), (1.2184848298667816, -2.5397442770132588, 1.328312255114767, -0.15628528470389913), (1.2551810028430435, -2.099795914821594, 1.1399258427580783, 1.8428959721968443), (0.06703788706174141, -0.06720829872817013, 1.103318358272917, 3.059649719341577), (0.6900125964542134, -0.6130501260779533, -0.4064632388753018, 2.1478173184653615), (0.30431828793647187, -0.03137133666838077, -0.2861491875454565, 2.1955415327893046), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.065582320703259,0.2,0.851250361003622,"[(0.78, -0.78, 0.0, 0.0), (1.2310666630960085, -1.1711517416259474, -0.5692738536082578, 0.9945807967616904), (0.943842473043274, -1.564269344179021, 0.7070858120454715, 1.910766474759952), (0.41998359658745876, -0.46910541566772634, 0.5986945116026283, 1.3645006782576683), (0.3, 0.15, 1.0, 1.1)]"
