rrt_mode,plan_length,cost,goal_bias,time,plan
RRTStar,5,5.758844451349674,0.05,1.8761868220026372,"[(0.78, -0.78, 0.0, 0.0), (0.7997265294947544, -0.5754971096579524, -1.2532839811271947, 0.9291664829777311), (0.6786490033444834, -0.33859722637391076, -1.3535636245983476, 2.1685754584803565), (0.4290579321652799, 0.21082233995283506, -0.1638225575140977, 2.15836773105174), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,3.2903420361809026,0.05,1.7326059660044848,"[(0.78, -0.78, 0.0, 0.0), (0.8950980466066385, -1.1862463140569688, 0.6705359340171162, 0.15960460544945887), (0.5768803775444038, -1.0017917222827175, 0.6996570183339523, 1.3398956897080812), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,5.758844451349674,0.05,1.8534180380011094,"[(0.78, -0.78, 0.0, 0.0), (0.7997265294947544, -0.5754971096579524, -1.2532839811271947, 0.9291664829777311), (0.6786490033444834, -0.33859722637391076, -1.3535636245983476, 2.1685754584803565), (0.4290579321652799, 0.21082233995283506, -0.1638225575140977, 2.15836773105174), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,3.2903420361809026,0.05,1.719379790003586,"[(0.78, -0.78, 0.0, 0.0), (0.8950980466066385, -1.1862463140569688, 0.6705359340171162, 0.15960460544945887), (0.5768803775444038, -1.0017917222827175, 0.6996570183339523, 1.3398956897080812), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,6,6.1084617151002325,0.05,3.2677909459962393,"[(0.78, -0.78, 0.0, 0.0), (0.8646903907254773, -1.140562866602417, 0.4509152539951007, 0.3404056808920881), (1.3045752155451655, -1.8252610478695175, 0.2665641920576225, 1.3342154442455962), (0.273779657005468, -0.5183351908203653, 0.15507945134738588, 2.5576067632679003), (0.009695752055713047, 0.0980412043277088, 0.28010591447801536, 1.7933530500907269), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,2.2678091756727623,0.05,24.201393848001317,"[(0.78, -0.78, 0.0, 0.0), (0.20604634332630134, -0.37153746781968655, 0.44076105406056065, 0.6005411128541325), (0.09722974485072688, -0.12063628663725456, 1.1181742534409782, 0.7580867671262639), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,4.27665212619512,0.05,4.05313528500119,"[(0.78, -0.78, 0.0, 0.0), (1.0587094893701456, -1.0147510556484436, -0.529390361357517, 0.8752571983780566), (1.0868845021384388, -1.0588631466622784, -0.7280540216797977, 1.6909838954605743), (0.7089997048019048, -0.5680925930203138, 0.11809257721644473, 1.5584047206496), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,3.2903420361809026,0.05,1.768320410999877,"[(0.78, -0.78, 0.0, 0.0), (0.8950980466066385, -1.1862463140569688, 0.6705359340171162, 0.15960460544945887), (0.5768803775444038, -1.0017917222827175, 0.6996570183339523, 1.3398956897080812), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,5.758844451349674,0.05,1.913378017998184,"[(0.78, -0.78, 0.0, 0.0), (0.7997265294947544, -0.5754971096579524, -1.2532839811271947, 0.9291664829777311), (0.6786490033444834, -0.33859722637391076, -1.3535636245983476, 2.1685754584803565), (0.4290579321652799, 0.21082233995283506, -0.1638225575140977, 2.15836773105174), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,3.2903420361809026,0.05,1.6488254599971697,"[(0.78, -0.78, 0.0, 0.0), (0.8950980466066385, -1.1862463140569688, 0.6705359340171162, 0.15960460544945887), (0.5768803775444038, -1.0017917222827175, 0.6996570183339523, 1.3398956897080812), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,6,6.1084617151002325,0.05,3.190771390000009,"[(0.78, -0.78, 0.0, 0.0), (0.8646903907254773, -1.140562866602417, 0.4509152539951007, 0.3404056808920881), (1.3045752155451655, -1.8252610478695175, 0.2665641920576225, 1.3342154442455962), (0.273779657005468, -0.5183351908203653, 0.15507945134738588, 2.5576067632679003), (0.009695752055713047, 0.0980412043277088, 0.28010591447801536, 1.7933530500907269), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,3.5035538977780796,0.05,13.231105665996438,"[(0.78, -0.78, 0.0, 0.0), (0.47949312423136004, -0.9665557147490613, 0.9145958573105419, 0.32493093663742645), (0.5218413433322233, -1.0145774303300894, 1.4845495347377557, 0.7025319073759833), (0.14206355795394732, -0.030560476823640048, 1.3360096729442015, 0.5289984040521873), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,4.27665212619512,0.05,3.5807062609965215,"[(0.78, -0.78, 0.0, 0.0), (1.0587094893701456, -1.0147510556484436, -0.529390361357517, 0.8752571983780566), (1.0868845021384388, -1.0588631466622784, -0.7280540216797977, 1.6909838954605743), (0.7089997048019048, -0.5680925930203138, 0.11809257721644473, 1.5584047206496), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,5,3.7696031676997013,0.05,14.251833274000091,"[(0.78, -0.78, 0.0, 0.0), (0.7939593498026465, -0.5696632062478337, -0.5886954332372021, 0.3327150604618687), (0.0579518286383367, 0.32873632295410316, -0.3477450989526938, 1.2136973622736882), (3.9300722290303014e-05, 0.24585383935438054, 0.07612089164761615, 1.5080502798333582), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,6,3.3710644949866237,0.05,33.60600477999833,"[(0.78, -0.78, 0.0, 0.0), (0.6429872341559828, -0.9435208586591415, 0.4434820910673696, 0.5132845926081293), (0.7592556006215117, -1.3317710026367484, 0.8228755768485945, 0.8070221727639528), (0.5478397817930731, -1.0787851800112245, 0.9912421621255394, 1.3198161815516203), (0.5220653977840342, -0.5033362149893317, 0.7227489533246025, 1.2635285057329426), (0.3, 0.15, 1.0, 1.1)]"
RRTStar,4,2.2678091756727623,0.05,15.989284408999083,"[(0.78, -0.78, 0.0, 0.0), (0.20604634332630134, -0.37153746781968655, 0.44076105406056065, 0.6005411128541325), (0.09722974485072688, -0.12063628663725456, 1.1181742534409782, 0.7580867671262639), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.2630877190022147,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.14890596400073264,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,4.584390406234752,0.05,0.5665376620017923,"[(0.78, -0.78, 0.0, 0.0), (0.566225368094786, -0.6479288582945708, -0.8154018780529668, 1.6092049847955021), (0.6960616350417501, -1.0324137138643321, 0.19495517259194495, 1.4525872427293702), (0.45650161467043926, -0.4309468598597612, 0.9546767491683266, 1.3711110015871126), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.1503442319954047,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,4,4.711728034876321,0.05,0.6499398890009616,"[(0.78, -0.78, 0.0, 0.0), (0.8321911426890867, -1.2650912834608123, 0.10421997228589452, 2.1731464199141914), (0.7006817338527491, -1.1724734552745812, 0.641346395217818, 1.2960096306514455), (0.3, 0.15, 1.0, 1.1)]"
RRT,6,6.903376734403288,0.05,0.6935848380016978,"[(0.78, -0.78, 0.0, 0.0), (1.1357505536171102, -1.644254677360722, 0.12389119952431926, 0.5550865374870213), (1.5556831743083785, -2.4398032863679298, 0.18641636991948785, 1.920605241282666), (1.0543636647474104, -1.0733440091010813, -0.5885174495801824, 2.079542886324746), (0.9224499321983153, -0.9396097363111613, 0.03465025452232329, 1.4728156037273124), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.15954645100282505,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.15361966499767732,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.1530531919997884,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,4.584390406234752,0.05,0.5980217120013549,"[(0.78, -0.78, 0.0, 0.0), (0.566225368094786, -0.6479288582945708, -0.8154018780529668, 1.6092049847955021), (0.6960616350417501, -1.0324137138643321, 0.19495517259194495, 1.4525872427293702), (0.45650161467043926, -0.4309468598597612, 0.9546767491683266, 1.3711110015871126), (0.3, 0.15, 1.0, 1.1)]"
RRT,4,4.711728034876321,0.05,0.5310819919977803,"[(0.78, -0.78, 0.0, 0.0), (0.8321911426890867, -1.2650912834608123, 0.10421997228589452, 2.1731464199141914), (0.7006817338527491, -1.1724734552745812, 0.641346395217818, 1.2960096306514455), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.15236860800359864,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,8.158065771302551,0.05,1.2323828130029142,"[(0.78, -0.78, 0.0, 0.0), (0.19564818696884156, 0.24297205805260358, -2.014691983127228, 2.22687387187926), (0.11381529756182918, 0.7320308735659742, -1.3789772003904905, 2.3951450933716556), (0.28231274833757913, 0.22271968329893221, -0.6384947464480022, 2.350066287354891), (0.7651966118023545, -0.7839033051861408, -0.25704779864905314, 2.1731176125218044), (0.4246019853146019, -0.1472211819228355, 0.3241796210620169, 1.6998085854833764), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.15429619399947114,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,6,6.903376734403288,0.05,0.7201669639980537,"[(0.78, -0.78, 0.0, 0.0), (1.1357505536171102, -1.644254677360722, 0.12389119952431926, 0.5550865374870213), (1.5556831743083785, -2.4398032863679298, 0.18641636991948785, 1.920605241282666), (1.0543636647474104, -1.0733440091010813, -0.5885174495801824, 2.079542886324746), (0.9224499321983153, -0.9396097363111613, 0.03465025452232329, 1.4728156037273124), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.15308274800190702,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.1512120089973905,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,4,4.711728034876321,0.05,0.5358256089966744,"[(0.78, -0.78, 0.0, 0.0), (0.8321911426890867, -1.2650912834608123, 0.10421997228589452, 2.1731464199141914), (0.7006817338527491, -1.1724734552745812, 0.641346395217818, 1.2960096306514455), (0.3, 0.15, 1.0, 1.1)]"
RRT,7,5.460445628684861,0.05,1.78011596500437,"[(0.78, -0.78, 0.0, 0.0), (1.1505138817125973, -2.0873366410055034, 0.9173676930632997, 0.47459812574790616), (1.2741939166624707, -2.1501358815353755, 0.3071474410375554, 0.8014334038470663), (0.9059690946662107, -1.4184832232708446, 0.28680392388013276, 1.3922135768245116), (0.9028497882951347, -1.0777092084762816, 0.4879210707673556, 1.1133253798069918), (0.41248423066025897, -0.3860745230730309, 0.8203021572571738, 1.3243996255007673), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,4.584390406234752,0.05,0.6139869359976728,"[(0.78, -0.78, 0.0, 0.0), (0.566225368094786, -0.6479288582945708, -0.8154018780529668, 1.6092049847955021), (0.6960616350417501, -1.0324137138643321, 0.19495517259194495, 1.4525872427293702), (0.45650161467043926, -0.4309468598597612, 0.9546767491683266, 1.3711110015871126), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.15669461200013757,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.15305011700547766,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
RRT,5,5.4794598218709325,0.05,0.150960747996578,"[(0.78, -0.78, 0.0, 0.0), (1.0561672458513671, -1.1196625537248894, -0.9442112544059866, 1.9505142812892906), (0.7483396414981982, -0.9666476283631051, -0.7434072701609673, 1.7955122501810434), (0.781204344300297, -0.838589795223589, 0.832930432927744, 1.6827565580259929), (0.3, 0.15, 1.0, 1.1)]"
